industry1,industry2,value
Manufacture of fabricated metal products,Cultivation of vegetables,2688.876215
Manufacture of fabricated metal products,Cultivation of grapes,1397.833128
Manufacture of fabricated metal products,Cultivation of other fruits,2394.43189
Manufacture of fabricated metal products,Cattle bredding,2211.50427
Manufacture of fabricated metal products,Pigs breeding,784.9644289
Manufacture of fabricated metal products,Chicken breeding,1704.241047
Manufacture of fabricated metal products,Breeding of other animals,95.76586648
Manufacture of fabricated metal products,Farming services,685.1714122
Manufacture of fabricated metal products,Forestry,2987.055378
Manufacture of fabricated metal products,Aquaculture,1630.483112
Manufacture of fabricated metal products,Extractive fishing,537.0644441
Manufacture of fabricated metal products,Coal mining,293.701521
Manufacture of fabricated metal products,Crude oil and gas mining,223.107034
Manufacture of fabricated metal products,Copper mining,151014.0436
Manufacture of fabricated metal products,Iron mining,1436.707233
Manufacture of fabricated metal products,Mining of other metals,2736.824787
Manufacture of fabricated metal products,Other mining activities and mining services,2468.065205
Manufacture of fabricated metal products,Processing and preserving of meat,1028.052579
Manufacture of fabricated metal products,Processing and preserving of fishmeal and fish oil,134.0715328
Manufacture of fabricated metal products,Processing and preserving of fish,2083.304595
Manufacture of fabricated metal products,Processing and preserving of fruits and vegetables,14567.86698
Manufacture of fabricated metal products,Manufacture of vegetable and animal oils,311.8462985
Manufacture of fabricated metal products,Manufacture of dairy products,1042.148923
Manufacture of fabricated metal products,Manufacture of grain mill products,3332.821962
Manufacture of fabricated metal products,Manufacture of prepared animal feeds,1203.345842
Manufacture of fabricated metal products,Manufacture of bakery products,720.7601054
Manufacture of fabricated metal products,Manufacture of macaroni noodles and other related products,100.3610775
Manufacture of fabricated metal products,Manufacture of other food products,6449.281723
Manufacture of fabricated metal products,Distilling rectifying and blending of spirits,1762.935824
Manufacture of fabricated metal products,Manufacture of wines,2740.556392
Manufacture of fabricated metal products,Manufacture of beers,27511.41025
Manufacture of fabricated metal products,Manufacture of soft drinks,7005.350848
Manufacture of fabricated metal products,Manufacture of tobacco products,188.2791654
Manufacture of fabricated metal products,Manufacture of textile products,886.4051711
Manufacture of fabricated metal products,Manufacture of wearing apparel,2249.371258
Manufacture of fabricated metal products,Manufacture of leather products,339.0716362
Manufacture of fabricated metal products,Manufacture of footwear,1008.166149
Manufacture of fabricated metal products,Sawmilling and planing of wood,10206.48265
Manufacture of fabricated metal products,Manufacture of wood products,1488.08829
Manufacture of fabricated metal products,Manufacture of pulp and paper,1738.172012
Manufacture of fabricated metal products,Manufacture of containers of paper,1022.45845
Manufacture of fabricated metal products,Manufacture of other paper products,1231.229316
Manufacture of fabricated metal products,Printing,449.4474066
Manufacture of fabricated metal products,Manufacture of refined petroleum products,1686.107137
Manufacture of fabricated metal products,Manufacture of basic chemicals,952.1350717
Manufacture of fabricated metal products,Manufacture of paints,9667.347872
Manufacture of fabricated metal products,Manufacture of pharmaceutical products,3224.161304
Manufacture of fabricated metal products,Manufacture of soap detergents and toilet products,997.4882377
Manufacture of fabricated metal products,Manufacture of other chemical products,4743.226589
Manufacture of fabricated metal products,Manufacture of rubber products,4141.152119
Manufacture of fabricated metal products,Manufacture of plastic products,2958.817604
Manufacture of fabricated metal products,Manufacture of glass and glass products,3284.037221
Manufacture of fabricated metal products,Manufacture of cement,793.9843091
Manufacture of fabricated metal products,Manufacture of concrete and concrete products,3707.245343
Manufacture of fabricated metal products,Manufacture of basic iron and steel,3583.539618
Manufacture of fabricated metal products,Manufacture of other basic metals,2268.711874
Manufacture of fabricated metal products,Manufacture of fabricated metal products,19068.09797
Manufacture of fabricated metal products,Manufacture of industrial and domestic machinery and equipment,4359.199245
Manufacture of fabricated metal products,Manufacture of electric and electronic machinery and equipment,5135.314693
Manufacture of fabricated metal products,Manufacture of transport equipment,4251.773014
Manufacture of fabricated metal products,Manufacture of furniture,5751.616801
Manufacture of fabricated metal products,Repair and installation of machinery and other manufacturing,8000.9722
Manufacture of fabricated metal products,Electric power generation,4366.159387
Manufacture of fabricated metal products,Transmission of electric power,458.2351023
Manufacture of fabricated metal products,Distribution of electric power,1953.059521
Manufacture of fabricated metal products,Gas and steam manufacture and supply,6472.394991
Manufacture of fabricated metal products,Water collection treatment and supply,231.5387825
Manufacture of fabricated metal products,Waste collection and recycling activities,3156.11795
Manufacture of fabricated metal products,Construction of residential buildings,68197.36707
Manufacture of fabricated metal products,Construction of non-residential buildings,8011.306546
Manufacture of fabricated metal products,Civil engineering,301676.0828
Manufacture of fabricated metal products,Specialized construction activities,345839.2285
Manufacture of fabricated metal products,Wholesale and retail trade of motor vehicles,4770.378216
Manufacture of fabricated metal products,Wholesale trade,13536.43062
Manufacture of fabricated metal products,Retail trade,11366.01288
Manufacture of fabricated metal products,Accommodation,519.2568424
Manufacture of fabricated metal products,Food and beverage service activities,2476.166191
Manufacture of fabricated metal products,Transport via railways,576.3942354
Manufacture of fabricated metal products,Other passenger land transport,4271.489061
Manufacture of fabricated metal products,Freight transport by road,18577.07961
Manufacture of fabricated metal products,Transport via pipeline,412.6458129
Manufacture of fabricated metal products,Water transport,531.0123543
Manufacture of fabricated metal products,Air transport,2334.870212
Manufacture of fabricated metal products,Warehousing,164.8686808
Manufacture of fabricated metal products,Support activities for land transport,205.6312541
Manufacture of fabricated metal products,Other support activities for transport,6061.226134
Manufacture of fabricated metal products,Postal and courier activities,72.53616114
Manufacture of fabricated metal products,Wireless telecommunications,3535.383327
Manufacture of fabricated metal products,Wired telecommunications,2484.840683
Manufacture of fabricated metal products,Other telecommunications activities,3446.493323
Manufacture of fabricated metal products,Information services activities,2173.758575
Manufacture of fabricated metal products,Publishing activities,11053.91809
Manufacture of fabricated metal products,Banking monetary intermediation,1428.543564
Manufacture of fabricated metal products,Insurance activities,584.8569299
Manufacture of fabricated metal products,Auxiliary financial activities,4063.93035
Manufacture of fabricated metal products,Real estate activities,3577.193615
Manufacture of fabricated metal products,Housing services,0
Manufacture of fabricated metal products,Legal and accounting services,639.0660528
Manufacture of fabricated metal products,Architectural and engineering services,2976.812038
Manufacture of fabricated metal products,Other professional activities,2227.267183
Manufacture of fabricated metal products,Rental and leasing activities,7043.785037
Manufacture of fabricated metal products,Business support activities,5871.252431
Manufacture of fabricated metal products,Public administration,8131.435322
Manufacture of fabricated metal products,Public education,4301.785409
Manufacture of fabricated metal products,Private education,1258.235089
Manufacture of fabricated metal products,Public health activities,12338.58359
Manufacture of fabricated metal products,Private health activities,5611.802876
Manufacture of fabricated metal products,Activities of organizations,7757.364065
Manufacture of fabricated metal products,Artistic and entertainment activities,993.5114533
Manufacture of fabricated metal products,Other personal services,1188.841989
Manufacture of industrial and domestic machinery and equipment,Cultivation of annual crops,965.9412584
Manufacture of industrial and domestic machinery and equipment,Cultivation of vegetables,1996.941615
Manufacture of industrial and domestic machinery and equipment,Cultivation of grapes,2366.817626
Manufacture of industrial and domestic machinery and equipment,Cultivation of other fruits,6263.742214
Manufacture of industrial and domestic machinery and equipment,Cattle bredding,684.8369717
Manufacture of industrial and domestic machinery and equipment,Pigs breeding,108.4138254
Manufacture of industrial and domestic machinery and equipment,Chicken breeding,158.4424685
Manufacture of industrial and domestic machinery and equipment,Breeding of other animals,59.25658871
Manufacture of industrial and domestic machinery and equipment,Farming services,3377.480731
Manufacture of industrial and domestic machinery and equipment,Forestry,961.6105215
Manufacture of industrial and domestic machinery and equipment,Aquaculture,16103.77031
Manufacture of industrial and domestic machinery and equipment,Extractive fishing,1834.949248
Manufacture of industrial and domestic machinery and equipment,Coal mining,1591.622976
Manufacture of industrial and domestic machinery and equipment,Crude oil and gas mining,2370.465646
Manufacture of industrial and domestic machinery and equipment,Copper mining,127690.4694
Manufacture of industrial and domestic machinery and equipment,Iron mining,6248.798308
Manufacture of industrial and domestic machinery and equipment,Mining of other metals,10177.78392
Manufacture of industrial and domestic machinery and equipment,Other mining activities and mining services,11809.86287
Manufacture of industrial and domestic machinery and equipment,Processing and preserving of meat,1759.344863
Manufacture of industrial and domestic machinery and equipment,Processing and preserving of fishmeal and fish oil,177.4395142
Manufacture of industrial and domestic machinery and equipment,Processing and preserving of fish,867.0080819
Manufacture of industrial and domestic machinery and equipment,Processing and preserving of fruits and vegetables,959.0912447
Manufacture of industrial and domestic machinery and equipment,Manufacture of vegetable and animal oils,1832.491816
Manufacture of industrial and domestic machinery and equipment,Manufacture of dairy products,525.7457687
Manufacture of industrial and domestic machinery and equipment,Manufacture of grain mill products,508.9512112
Manufacture of industrial and domestic machinery and equipment,Manufacture of prepared animal feeds,1202.287015
Manufacture of industrial and domestic machinery and equipment,Manufacture of bakery products,1014.542031
Manufacture of industrial and domestic machinery and equipment,Manufacture of macaroni noodles and other related products,97.29440994
Manufacture of industrial and domestic machinery and equipment,Manufacture of other food products,2105.698862
Manufacture of industrial and domestic machinery and equipment,Distilling rectifying and blending of spirits,81.08497789
Manufacture of industrial and domestic machinery and equipment,Manufacture of wines,873.7335189
Manufacture of industrial and domestic machinery and equipment,Manufacture of beers,2588.856495
Manufacture of industrial and domestic machinery and equipment,Manufacture of soft drinks,2307.947371
Manufacture of industrial and domestic machinery and equipment,Manufacture of tobacco products,28.30833775
Manufacture of industrial and domestic machinery and equipment,Manufacture of textile products,366.8814746
Manufacture of industrial and domestic machinery and equipment,Manufacture of wearing apparel,1266.87274
Manufacture of industrial and domestic machinery and equipment,Manufacture of leather products,72.81286979
Manufacture of industrial and domestic machinery and equipment,Manufacture of footwear,337.477411
Manufacture of industrial and domestic machinery and equipment,Sawmilling and planing of wood,367.5872322
Manufacture of industrial and domestic machinery and equipment,Manufacture of wood products,1767.207361
Manufacture of industrial and domestic machinery and equipment,Manufacture of pulp and paper,2642.138569
Manufacture of industrial and domestic machinery and equipment,Manufacture of containers of paper,1247.486856
Manufacture of industrial and domestic machinery and equipment,Manufacture of other paper products,1250.129861
Manufacture of industrial and domestic machinery and equipment,Printing,664.8867628
Manufacture of industrial and domestic machinery and equipment,Manufacture of refined petroleum products,3752.334197
Manufacture of industrial and domestic machinery and equipment,Manufacture of basic chemicals,997.4705201
Manufacture of industrial and domestic machinery and equipment,Manufacture of paints,392.6239189
Manufacture of industrial and domestic machinery and equipment,Manufacture of pharmaceutical products,1061.650998
Manufacture of industrial and domestic machinery and equipment,Manufacture of soap detergents and toilet products,2108.945612
Manufacture of industrial and domestic machinery and equipment,Manufacture of other chemical products,773.0484847
Manufacture of industrial and domestic machinery and equipment,Manufacture of rubber products,473.0393708
Manufacture of industrial and domestic machinery and equipment,Manufacture of plastic products,1755.932884
Manufacture of industrial and domestic machinery and equipment,Manufacture of glass and glass products,877.9234642
Manufacture of industrial and domestic machinery and equipment,Manufacture of cement,2877.750629
Manufacture of industrial and domestic machinery and equipment,Manufacture of concrete and concrete products,2535.34194
Manufacture of industrial and domestic machinery and equipment,Manufacture of basic iron and steel,7051.633736
Manufacture of industrial and domestic machinery and equipment,Manufacture of other basic metals,2663.673846
Manufacture of industrial and domestic machinery and equipment,Manufacture of fabricated metal products,5430.920336
Manufacture of industrial and domestic machinery and equipment,Manufacture of industrial and domestic machinery and equipment,5067.533462
Manufacture of industrial and domestic machinery and equipment,Manufacture of electric and electronic machinery and equipment,3383.374303
Manufacture of industrial and domestic machinery and equipment,Manufacture of transport equipment,1717.764739
Manufacture of industrial and domestic machinery and equipment,Manufacture of furniture,1527.618156
Manufacture of industrial and domestic machinery and equipment,Repair and installation of machinery and other manufacturing,3036.709638
Manufacture of industrial and domestic machinery and equipment,Electric power generation,8507.821416
Manufacture of industrial and domestic machinery and equipment,Transmission of electric power,1061.812789
Manufacture of industrial and domestic machinery and equipment,Distribution of electric power,3812.241916
Manufacture of industrial and domestic machinery and equipment,Gas and steam manufacture and supply,1279.015427
Manufacture of industrial and domestic machinery and equipment,Water collection treatment and supply,314.3877442
Manufacture of industrial and domestic machinery and equipment,Waste collection and recycling activities,7218.716531
Manufacture of industrial and domestic machinery and equipment,Construction of residential buildings,4516.870032
Manufacture of industrial and domestic machinery and equipment,Construction of non-residential buildings,3310.392619
Manufacture of industrial and domestic machinery and equipment,Civil engineering,25887.20939
Manufacture of industrial and domestic machinery and equipment,Specialized construction activities,21849.65304
Manufacture of industrial and domestic machinery and equipment,Wholesale and retail trade of motor vehicles,21640.60695
Manufacture of industrial and domestic machinery and equipment,Wholesale trade,80609.06523
Manufacture of industrial and domestic machinery and equipment,Retail trade,11713.35902
Manufacture of industrial and domestic machinery and equipment,Accommodation,749.5209699
Manufacture of industrial and domestic machinery and equipment,Food and beverage service activities,3163.692592
Manufacture of industrial and domestic machinery and equipment,Transport via railways,1357.971887
Manufacture of industrial and domestic machinery and equipment,Other passenger land transport,10697.24804
Manufacture of industrial and domestic machinery and equipment,Freight transport by road,11512.21509
Manufacture of industrial and domestic machinery and equipment,Transport via pipeline,3300.695661
Manufacture of industrial and domestic machinery and equipment,Water transport,1076.039771
Manufacture of industrial and domestic machinery and equipment,Air transport,22562.05411
Manufacture of industrial and domestic machinery and equipment,Warehousing,198.9177617
Manufacture of industrial and domestic machinery and equipment,Support activities for land transport,279.2419667
Manufacture of industrial and domestic machinery and equipment,Other support activities for transport,5096.712217
Manufacture of industrial and domestic machinery and equipment,Postal and courier activities,146.8885233
Manufacture of industrial and domestic machinery and equipment,Wireless telecommunications,5182.285817
Manufacture of industrial and domestic machinery and equipment,Wired telecommunications,4792.278229
Manufacture of industrial and domestic machinery and equipment,Other telecommunications activities,6354.944682
Manufacture of industrial and domestic machinery and equipment,Information services activities,15805.60321
Manufacture of industrial and domestic machinery and equipment,Publishing activities,1503.026008
Manufacture of industrial and domestic machinery and equipment,Banking monetary intermediation,1224.679628
Manufacture of industrial and domestic machinery and equipment,Insurance activities,417.8544563
Manufacture of industrial and domestic machinery and equipment,Auxiliary financial activities,1180.658777
Manufacture of industrial and domestic machinery and equipment,Real estate activities,7552.468113
Manufacture of industrial and domestic machinery and equipment,Housing services,0
Manufacture of industrial and domestic machinery and equipment,Legal and accounting services,539.3221391
Manufacture of industrial and domestic machinery and equipment,Architectural and engineering services,3895.342859
Manufacture of industrial and domestic machinery and equipment,Other professional activities,3621.742247
Manufacture of industrial and domestic machinery and equipment,Rental and leasing activities,29160.84734
Manufacture of industrial and domestic machinery and equipment,Business support activities,12220.36025
Manufacture of industrial and domestic machinery and equipment,Public administration,6949.284741
Manufacture of industrial and domestic machinery and equipment,Public education,6654.72649
Manufacture of industrial and domestic machinery and equipment,Private education,2894.987719
Manufacture of industrial and domestic machinery and equipment,Public health activities,7523.794742
Manufacture of industrial and domestic machinery and equipment,Private health activities,7539.48006
Manufacture of industrial and domestic machinery and equipment,Activities of organizations,1883.714264
Manufacture of industrial and domestic machinery and equipment,Artistic and entertainment activities,4466.948313
Manufacture of industrial and domestic machinery and equipment,Other personal services,1965.898361
Manufacture of electric and electronic machinery and equipment,Cultivation of annual crops,448.8047857
Manufacture of electric and electronic machinery and equipment,Cultivation of vegetables,108.7283565
Manufacture of electric and electronic machinery and equipment,Cultivation of grapes,1287.00486
Manufacture of electric and electronic machinery and equipment,Cultivation of other fruits,1777.437567
Manufacture of electric and electronic machinery and equipment,Cattle bredding,348.1266359
Manufacture of electric and electronic machinery and equipment,Pigs breeding,41.92430361
Manufacture of electric and electronic machinery and equipment,Chicken breeding,658.1897647
Manufacture of electric and electronic machinery and equipment,Breeding of other animals,22.91282371
Manufacture of electric and electronic machinery and equipment,Farming services,773.5987069
Manufacture of electric and electronic machinery and equipment,Forestry,298.7582214
Manufacture of electric and electronic machinery and equipment,Aquaculture,156.9768803
Manufacture of electric and electronic machinery and equipment,Extractive fishing,2240.840324
Manufacture of electric and electronic machinery and equipment,Coal mining,18.89664858
Manufacture of electric and electronic machinery and equipment,Crude oil and gas mining,58.31513996
Manufacture of electric and electronic machinery and equipment,Copper mining,10188.02205
Manufacture of electric and electronic machinery and equipment,Iron mining,709.2091569
Manufacture of electric and electronic machinery and equipment,Mining of other metals,1358.943767
Manufacture of electric and electronic machinery and equipment,Other mining activities and mining services,514.1089829
Manufacture of electric and electronic machinery and equipment,Processing and preserving of meat,291.8805957
Manufacture of electric and electronic machinery and equipment,Processing and preserving of fishmeal and fish oil,72.33669206
Manufacture of electric and electronic machinery and equipment,Processing and preserving of fish,433.9908874
Manufacture of electric and electronic machinery and equipment,Processing and preserving of fruits and vegetables,277.7987553
Manufacture of electric and electronic machinery and equipment,Manufacture of vegetable and animal oils,68.2015982
Manufacture of electric and electronic machinery and equipment,Manufacture of dairy products,352.0709427
Manufacture of electric and electronic machinery and equipment,Manufacture of grain mill products,143.1359382
Manufacture of electric and electronic machinery and equipment,Manufacture of prepared animal feeds,387.2638738
Manufacture of electric and electronic machinery and equipment,Manufacture of bakery products,309.6002355
Manufacture of electric and electronic machinery and equipment,Manufacture of macaroni noodles and other related products,15.64678324
Manufacture of electric and electronic machinery and equipment,Manufacture of other food products,1608.623062
Manufacture of electric and electronic machinery and equipment,Distilling rectifying and blending of spirits,34.79582388
Manufacture of electric and electronic machinery and equipment,Manufacture of wines,442.7353705
Manufacture of electric and electronic machinery and equipment,Manufacture of beers,334.7187787
Manufacture of electric and electronic machinery and equipment,Manufacture of soft drinks,369.1449651
Manufacture of electric and electronic machinery and equipment,Manufacture of tobacco products,19.37680913
Manufacture of electric and electronic machinery and equipment,Manufacture of textile products,288.0559559
Manufacture of electric and electronic machinery and equipment,Manufacture of wearing apparel,458.3040774
Manufacture of electric and electronic machinery and equipment,Manufacture of leather products,188.9536246
Manufacture of electric and electronic machinery and equipment,Manufacture of footwear,81.57345201
Manufacture of electric and electronic machinery and equipment,Sawmilling and planing of wood,257.7966045
Manufacture of electric and electronic machinery and equipment,Manufacture of wood products,866.2264954
Manufacture of electric and electronic machinery and equipment,Manufacture of pulp and paper,768.2573089
Manufacture of electric and electronic machinery and equipment,Manufacture of containers of paper,500.4791603
Manufacture of electric and electronic machinery and equipment,Manufacture of other paper products,645.3019787
Manufacture of electric and electronic machinery and equipment,Printing,210.6686115
Manufacture of electric and electronic machinery and equipment,Manufacture of refined petroleum products,77.13749652
Manufacture of electric and electronic machinery and equipment,Manufacture of basic chemicals,2224.929346
Manufacture of electric and electronic machinery and equipment,Manufacture of paints,62.41108692
Manufacture of electric and electronic machinery and equipment,Manufacture of pharmaceutical products,464.5053006
Manufacture of electric and electronic machinery and equipment,Manufacture of soap detergents and toilet products,277.5007324
Manufacture of electric and electronic machinery and equipment,Manufacture of other chemical products,341.7799555
Manufacture of electric and electronic machinery and equipment,Manufacture of rubber products,1352.532373
Manufacture of electric and electronic machinery and equipment,Manufacture of plastic products,611.63669
Manufacture of electric and electronic machinery and equipment,Manufacture of glass and glass products,405.0275826
Manufacture of electric and electronic machinery and equipment,Manufacture of cement,403.2018137
Manufacture of electric and electronic machinery and equipment,Manufacture of concrete and concrete products,389.2145454
Manufacture of electric and electronic machinery and equipment,Manufacture of basic iron and steel,1383.785572
Manufacture of electric and electronic machinery and equipment,Manufacture of other basic metals,4012.312786
Manufacture of electric and electronic machinery and equipment,Manufacture of fabricated metal products,1626.49901
Manufacture of electric and electronic machinery and equipment,Manufacture of industrial and domestic machinery and equipment,1525.106385
Manufacture of electric and electronic machinery and equipment,Manufacture of electric and electronic machinery and equipment,36444.85548
Manufacture of electric and electronic machinery and equipment,Manufacture of transport equipment,11526.70454
Manufacture of electric and electronic machinery and equipment,Manufacture of furniture,334.1338913
Manufacture of electric and electronic machinery and equipment,Repair and installation of machinery and other manufacturing,2570.097554
Manufacture of electric and electronic machinery and equipment,Electric power generation,2347.851086
Manufacture of electric and electronic machinery and equipment,Transmission of electric power,319.9975779
Manufacture of electric and electronic machinery and equipment,Distribution of electric power,997.7606784
Manufacture of electric and electronic machinery and equipment,Gas and steam manufacture and supply,418.0020017
Manufacture of electric and electronic machinery and equipment,Water collection treatment and supply,96.64505836
Manufacture of electric and electronic machinery and equipment,Waste collection and recycling activities,1922.523035
Manufacture of electric and electronic machinery and equipment,Construction of residential buildings,18742.69742
Manufacture of electric and electronic machinery and equipment,Construction of non-residential buildings,16662.51536
Manufacture of electric and electronic machinery and equipment,Civil engineering,8242.71581
Manufacture of electric and electronic machinery and equipment,Specialized construction activities,24141.22777
Manufacture of electric and electronic machinery and equipment,Wholesale and retail trade of motor vehicles,3246.253408
Manufacture of electric and electronic machinery and equipment,Wholesale trade,12399.63896
Manufacture of electric and electronic machinery and equipment,Retail trade,4193.721424
Manufacture of electric and electronic machinery and equipment,Accommodation,1230.820941
Manufacture of electric and electronic machinery and equipment,Food and beverage service activities,1067.013872
Manufacture of electric and electronic machinery and equipment,Transport via railways,307.0955451
Manufacture of electric and electronic machinery and equipment,Other passenger land transport,1848.797785
Manufacture of electric and electronic machinery and equipment,Freight transport by road,3360.500185
Manufacture of electric and electronic machinery and equipment,Transport via pipeline,263.9062741
Manufacture of electric and electronic machinery and equipment,Water transport,291.7312715
Manufacture of electric and electronic machinery and equipment,Air transport,529.948269
Manufacture of electric and electronic machinery and equipment,Warehousing,48.82305408
Manufacture of electric and electronic machinery and equipment,Support activities for land transport,135.6889855
Manufacture of electric and electronic machinery and equipment,Other support activities for transport,1244.617985
Manufacture of electric and electronic machinery and equipment,Postal and courier activities,62.15803134
Manufacture of electric and electronic machinery and equipment,Wireless telecommunications,2694.043227
Manufacture of electric and electronic machinery and equipment,Wired telecommunications,1881.053445
Manufacture of electric and electronic machinery and equipment,Other telecommunications activities,2621.366727
Manufacture of electric and electronic machinery and equipment,Information services activities,587.3657519
Manufacture of electric and electronic machinery and equipment,Publishing activities,5849.513351
Manufacture of electric and electronic machinery and equipment,Banking monetary intermediation,660.2751958
Manufacture of electric and electronic machinery and equipment,Insurance activities,226.5253251
Manufacture of electric and electronic machinery and equipment,Auxiliary financial activities,5556.414392
Manufacture of electric and electronic machinery and equipment,Real estate activities,1932.419551
Manufacture of electric and electronic machinery and equipment,Housing services,0
Manufacture of electric and electronic machinery and equipment,Legal and accounting services,225.3098082
Manufacture of electric and electronic machinery and equipment,Architectural and engineering services,1854.867753
Manufacture of electric and electronic machinery and equipment,Other professional activities,861.0752147
Manufacture of electric and electronic machinery and equipment,Rental and leasing activities,2208.416387
Manufacture of electric and electronic machinery and equipment,Business support activities,30942.40221
Manufacture of electric and electronic machinery and equipment,Public administration,16891.5599
Manufacture of electric and electronic machinery and equipment,Public education,4024.008778
Manufacture of electric and electronic machinery and equipment,Private education,2247.843559
Manufacture of electric and electronic machinery and equipment,Public health activities,20132.21849
Manufacture of electric and electronic machinery and equipment,Private health activities,8725.888443
Manufacture of electric and electronic machinery and equipment,Activities of organizations,1050.539058
Manufacture of electric and electronic machinery and equipment,Artistic and entertainment activities,4784.357251
Manufacture of electric and electronic machinery and equipment,Other personal services,11733.0128
Manufacture of transport equipment,Cultivation of annual crops,254.9009863
Manufacture of transport equipment,Cultivation of vegetables,1290.122117
Manufacture of transport equipment,Cultivation of grapes,675.3368757
Manufacture of transport equipment,Cultivation of other fruits,2862.501211
Manufacture of transport equipment,Cattle bredding,31.61958958
Manufacture of transport equipment,Pigs breeding,7.277306834
Manufacture of transport equipment,Chicken breeding,17.81097677
Manufacture of transport equipment,Breeding of other animals,2.560686177
Manufacture of transport equipment,Farming services,7895.516323
Manufacture of transport equipment,Forestry,350.9683166
Manufacture of transport equipment,Aquaculture,187.6566754
Manufacture of transport equipment,Extractive fishing,274.3122053
Manufacture of transport equipment,Coal mining,129.0258196
Manufacture of transport equipment,Crude oil and gas mining,814.2133572
Manufacture of transport equipment,Copper mining,17183.13361
Manufacture of transport equipment,Iron mining,1666.403162
Manufacture of transport equipment,Mining of other metals,1559.259181
Manufacture of transport equipment,Other mining activities and mining services,1162.383743
Manufacture of transport equipment,Processing and preserving of meat,79.17670847
Manufacture of transport equipment,Processing and preserving of fishmeal and fish oil,84.52444042
Manufacture of transport equipment,Processing and preserving of fish,421.0638965
Manufacture of transport equipment,Processing and preserving of fruits and vegetables,257.0871266
Manufacture of transport equipment,Manufacture of vegetable and animal oils,10.60923403
Manufacture of transport equipment,Manufacture of dairy products,46.25733885
Manufacture of transport equipment,Manufacture of grain mill products,220.1014827
Manufacture of transport equipment,Manufacture of prepared animal feeds,264.2443719
Manufacture of transport equipment,Manufacture of bakery products,307.6643432
Manufacture of transport equipment,Manufacture of macaroni noodles and other related products,3.501452607
Manufacture of transport equipment,Manufacture of other food products,432.4533575
Manufacture of transport equipment,Distilling rectifying and blending of spirits,8.815424388
Manufacture of transport equipment,Manufacture of wines,331.7133327
Manufacture of transport equipment,Manufacture of beers,230.7060496
Manufacture of transport equipment,Manufacture of soft drinks,324.8705059
Manufacture of transport equipment,Manufacture of tobacco products,2.013123594
Manufacture of transport equipment,Manufacture of textile products,77.55348855
Manufacture of transport equipment,Manufacture of wearing apparel,487.5291856
Manufacture of transport equipment,Manufacture of leather products,26.83447287
Manufacture of transport equipment,Manufacture of footwear,59.79250302
Manufacture of transport equipment,Sawmilling and planing of wood,70.09339585
Manufacture of transport equipment,Manufacture of wood products,982.8359344
Manufacture of transport equipment,Manufacture of pulp and paper,1435.391435
Manufacture of transport equipment,Manufacture of containers of paper,680.0548987
Manufacture of transport equipment,Manufacture of other paper products,565.3407705
Manufacture of transport equipment,Printing,343.8682496
Manufacture of transport equipment,Manufacture of refined petroleum products,36.5270175
Manufacture of transport equipment,Manufacture of basic chemicals,444.4573788
Manufacture of transport equipment,Manufacture of paints,59.36099032
Manufacture of transport equipment,Manufacture of pharmaceutical products,342.6816616
Manufacture of transport equipment,Manufacture of soap detergents and toilet products,348.947998
Manufacture of transport equipment,Manufacture of other chemical products,283.9646194
Manufacture of transport equipment,Manufacture of rubber products,197.8835289
Manufacture of transport equipment,Manufacture of plastic products,570.4799743
Manufacture of transport equipment,Manufacture of glass and glass products,425.3500923
Manufacture of transport equipment,Manufacture of cement,496.3230535
Manufacture of transport equipment,Manufacture of concrete and concrete products,333.6248264
Manufacture of transport equipment,Manufacture of basic iron and steel,2334.434002
Manufacture of transport equipment,Manufacture of other basic metals,1238.36931
Manufacture of transport equipment,Manufacture of fabricated metal products,462.0486883
Manufacture of transport equipment,Manufacture of industrial and domestic machinery and equipment,1504.448268
Manufacture of transport equipment,Manufacture of electric and electronic machinery and equipment,7141.483148
Manufacture of transport equipment,Manufacture of transport equipment,27585.98031
Manufacture of transport equipment,Manufacture of furniture,136.9107224
Manufacture of transport equipment,Repair and installation of machinery and other manufacturing,708.991097
Manufacture of transport equipment,Electric power generation,6391.850564
Manufacture of transport equipment,Transmission of electric power,660.29668
Manufacture of transport equipment,Distribution of electric power,2448.1277
Manufacture of transport equipment,Gas and steam manufacture and supply,364.8113165
Manufacture of transport equipment,Water collection treatment and supply,188.4374863
Manufacture of transport equipment,Waste collection and recycling activities,4570.347394
Manufacture of transport equipment,Construction of residential buildings,1027.732469
Manufacture of transport equipment,Construction of non-residential buildings,965.1389238
Manufacture of transport equipment,Civil engineering,3530.658367
Manufacture of transport equipment,Specialized construction activities,6706.477413
Manufacture of transport equipment,Wholesale and retail trade of motor vehicles,53686.54108
Manufacture of transport equipment,Wholesale trade,6182.597851
Manufacture of transport equipment,Retail trade,2720.042471
Manufacture of transport equipment,Accommodation,344.1361502
Manufacture of transport equipment,Food and beverage service activities,1129.901072
Manufacture of transport equipment,Transport via railways,1416.257054
Manufacture of transport equipment,Other passenger land transport,29764.16231
Manufacture of transport equipment,Freight transport by road,6633.316433
Manufacture of transport equipment,Transport via pipeline,378.4437611
Manufacture of transport equipment,Water transport,641.6471003
Manufacture of transport equipment,Air transport,11246.71542
Manufacture of transport equipment,Warehousing,2013.374091
Manufacture of transport equipment,Support activities for land transport,165.6913283
Manufacture of transport equipment,Other support activities for transport,7129.875694
Manufacture of transport equipment,Postal and courier activities,88.46033981
Manufacture of transport equipment,Wireless telecommunications,2006.301599
